"Defined","Location","Code Unit","Label","String View","Length","String Type","Is Word"
"","008fc618","ds \"'not opening'\"","","\"'not opening'\"","14","string","true"
"","008fc626","ds \"int CPlatFileIO::ejecthandler_read(CPlatFile *\, void *\, unsigned long long\, unsigned long long &)\"","s_int_CPlatFileIO::ejecthandler_re_008fc626","\"int CPlatFileIO::ejecthandler_read(CPlatFile *\, void *\, unsigned long long\, unsigned long long &)\"","98","string","true"
"","008fc688","ds \"Err Reading File(%s) - Retrying\n\"","s_Err_Reading_File(%s)_-_Retrying_008fc688","\"Err Reading File(%s) - Retrying\n\"","33","string","true"
"","008fc6b0","ds \"%s actual bytes read (0x%X) is less than requested (0x%X)\n\"","s_%s_actual_bytes_read_(0x%X)_is_l_008fc6b0","\"%s actual bytes read (0x%X) is less than requested (0x%X)\n\"","59","string","true"
"","008fc6f0","ds \"%s Seeking file (%s) back to 0x%X to retry read. err=0x%X\n\"","s_%s_Seeking_file_(%s)_back_to_0x%_008fc6f0","\"%s Seeking file (%s) back to 0x%X to retry read. err=0x%X\n\"","59","string","true"
"","008fc730","ds \"\t read was EOF. Its okay.\n\"","s__read_was_EOF._Its_okay._008fc730","\"\t read was EOF. Its okay.\n\"","27","string","true"
"","008fc750","ds \"%s Seek Check failed (%s). Disk ejected.\n\"","s_%s_Seek_Check_failed_(%s)._Disk_e_008fc750","\"%s Seek Check failed (%s). Disk ejected.\n\"","42","string","true"
"","008fc780","ds \"%s Unhandled Error (0x%X : %s)on Disc Eject Seek Check.\n\"","s_%s_Unhandled_Error_(0x%X_:_%s)on_008fc780","\"%s Unhandled Error (0x%X : %s)on Disc Eject Seek Check.\n\"","57","string","true"
"","008fc7c0","ds \"%s re-read successful (addr: %p size: 0x%X bytes_read: 0x%X)\n\"","s_%s_re-read_successful_(addr:_%p_s_008fc7c0","\"%s re-read successful (addr: %p size: 0x%X bytes_read: 0x%X)\n\"","62","string","true"
"","008fc7fe","ds \"void CPlatFileIO::read(CPlatFile *\, void *\, unsigned int)\"","s_void_CPlatFileIO::read(CPlatFile_008fc7fe","\"void CPlatFileIO::read(CPlatFile *\, void *\, unsigned int)\"","58","string","true"
"","008fc838","ds \"%s (%s) - buffer 0x%x size 0x%X\n\"","s_%s_(%s)_-_buffer_0x%x_size_0x%X_008fc838","\"%s (%s) - buffer 0x%x size 0x%X\n\"","33","string","true"
"","008fc860","ds \"Actual bytes read (0x%X) is less than requested (0x%X)\n\"","s_Actual_bytes_read_(0x%X)_is_less_008fc860","\"Actual bytes read (0x%X) is less than requested (0x%X)\n\"","56","string","true"
"","008fc898","ds \"%s (%s\, 0x%X\, 0x%X) failed err(0x%x).\n\"","s_%s_(%s\,_0x%X\,_0x%X)_failed_err(0_008fc898","\"%s (%s\, 0x%X\, 0x%X) failed err(0x%x).\n\"","39","string","true"
"","008fc8bf","ds \"unsigned int CPlatFileIO::delete_file(const char *)\"","s_unsigned_int_CPlatFileIO::delete_008fc8bf","\"unsigned int CPlatFileIO::delete_file(const char *)\"","52","string","true"
"","008fc8f4","ds \"%s (%s) - deleting a file that didn't exist\n\"","s_%s_(%s)_-_deleting_a_file_that_d_008fc8f4","\"%s (%s) - deleting a file that didn't exist\n\"","45","string","true"
"","008fc921","ds \"unsigned int CPlatFileIO::close(CPlatFile *)\"","s_unsigned_int_CPlatFileIO::close(_008fc921","\"unsigned int CPlatFileIO::close(CPlatFile *)\"","45","string","true"
"","008fc950","ds \"%s (%s) - attempt to close...\n\"","s_%s_(%s)_-_attempt_to_close..._008fc950","\"%s (%s) - attempt to close...\n\"","31","string","true"
"","008fc970","ds \"%s (%s) - closed!\n\"","s_%s_(%s)_-_closed!_008fc970","\"%s (%s) - closed!\n\"","19","string","true"
"","008fc983","ds \"CPlatFile::eFILESTATUS CPlatFileIO::close_folder(File::CContentFolder *\, unsigned int)\"","s_CPlatFile::eFILESTATUS_CPlatFile_008fc983","\"CPlatFile::eFILESTATUS CPlatFileIO::close_folder(File::CContentFolder *\, unsigned int)\"","87","string","true"
"","008fc9dc","ds \"%s ( %s\, 0x%X )\n\"","s_%s_(_%s\,_0x%X_)_008fc9dc","\"%s ( %s\, 0x%X )\n\"","17","string","true"
"","008fc9ed","ds \"CPlatFile::eFILESTATUS CPlatFileIO::open_folder(File::CContentFolder *\, unsigned int\, unsigned int)\"","s_CPlatFile::eFILESTATUS_CPlatFile_008fc9ed","\"CPlatFile::eFILESTATUS CPlatFileIO::open_folder(File::CContentFolder *\, unsigned int\, unsigned int)\"","100","string","true"
"","008fca51","ds \"unsigned int CPlatFileIO::issue_file_req(SPlatFileIOReq *\, int)\"","s_unsigned_int_CPlatFileIO::issue__008fca51","\"unsigned int CPlatFileIO::issue_file_req(SPlatFileIOReq *\, int)\"","64","string","true"
"","008fca94","ds \"%s (file: %s\, op: %s\, res: 0x%X\, cancel: %d)\n\"","s_%s_(file:_%s\,_op:_%s\,_res:_0x%X\,_008fca94","\"%s (file: %s\, op: %s\, res: 0x%X\, cancel: %d)\n\"","46","string","true"
"","008fcac4","ds \"( %s ) - open failed (%d)\n\"","s_(_%s_)_-_open_failed_(%d)_008fcac4","\"( %s ) - open failed (%d)\n\"","27","string","true"
"","008fcae4","ds \"%s Performing Callback (file: %s\, op: %s\, res: 0x%X\, cancel: %d)\n\"","s_%s_Performing_Callback_(file:_%s_008fcae4","\"%s Performing Callback (file: %s\, op: %s\, res: 0x%X\, cancel: %d)\n\"","66","string","true"
"","008fcb26","ds \"void CPlatFileIO::complete_io_req(SPlatFileIOReq *)\"","","\"void CPlatFileIO::complete_io_req(SPlatFileIOReq *)\"","52","string","true"
"","008fcb5a","ds \"void CPlatFileIO::reissue_readwrite(CPlatFile *)\"","","\"void CPlatFileIO::reissue_readwrite(CPlatFile *)\"","49","string","true"
"","008fcb8c","ds \"%s io requests are canceled. (file: %s)\n\"","","\"%s io requests are canceled. (file: %s)\n\"","41","string","true"
"","008fcbbc","ds \"%s - copying non-sector sized read (0x%X\, 0x%X\, 0x%X)\n\"","","\"%s - copying non-sector sized read (0x%X\, 0x%X\, 0x%X)\n\"","55","string","true"
"","008fcbf5","ds \"void CPlatFileIO::Update()\"","","\"void CPlatFileIO::Update()\"","27","string","true"
"","008fcc10","ds \"%s Purging io request due to canceled io (file: %s\, op: %s)\n\"","","\"%s Purging io request due to canceled io (file: %s\, op: %s)\n\"","61","string","true"
"","008fcc50","ds \"%s File %s has an error status %d. Allowing Close request to proceed.\n\"","","\"%s File %s has an error status %d. Allowing Close request to proceed.\n\"","71","string","true"
"","008fcc98","ds \"%s File %s has an error status %d. Putting request %s back into pool.\n\"","","\"%s File %s has an error status %d. Putting request %s back into pool.\n\"","71","string","true"
"","008fcce0","ds \"%s Performing Callback on file with error (file: %s\, op: %s\, res: 0x%X\, cancel: %d)\n\"","","\"%s Performing Callback on file with error (file: %s\, op: %s\, res: 0x%X\, cancel: %d)\n\"","85","string","true"
"","008fcd38","ds \"Disk Not Inserted\n(%s) - FsStat Retry Attempt: %d\n\"","","\"Disk Not Inserted\n(%s) - FsStat Retry Attempt: %d\n\"","51","string","true"
"","008fcd6c","ds \"CPlatFileIO::compose_file_path (%d %s %d) cn: %d pi: %d\n\"","s_CPlatFileIO::compose_file_path_(_008fcd6c","\"CPlatFileIO::compose_file_path (%d %s %d) cn: %d pi: %d\n\"","57","string","true"
"","008fcdac","ds \".EDAT\"","s_.EDAT_008fcdac","\".EDAT\"","6","string","false"
"","008fcdb4","ds \"This function is only supported by CFS(internal HDD) and FAT(memory stick) devices.\n\"","","\"This function is only supported by CFS(internal HDD) and FAT(memory stick) devices.\n\"","85","string","true"
"","008fce09","ds \"unsigned int CPlatFileIO::Close(CPlatFile *\, const SPlatCbInfo *)\"","","\"unsigned int CPlatFileIO::Close(CPlatFile *\, const SPlatCbInfo *)\"","66","string","true"
"","008fce4b","ds \"unsigned int CPlatFileIO::GetSize(CPlatFile *\, unsigned int\, const SPlatCbInfo *)\"","","\"unsigned int CPlatFileIO::GetSize(CPlatFile *\, unsigned int\, const SPlatCbInfo *)\"","82","string","true"
"","008fcea0","ds \"%s ( %s\, %d )\n\"","","\"%s ( %s\, %d )\n\"","15","string","true"
"","008fceaf","ds \"CPlatFile *CPlatFileIO::Open(const char *\, unsigned int\, const SPlatCbInfo *\, unsigned int)\"","","\"CPlatFile *CPlatFileIO::Open(const char *\, unsigned int\, const SPlatCbInfo *\, unsigned int)\"","92","string","true"
"","008fcf0c","ds \"%s ( %s \, 0x%X)\n\"","s_%s_(_%s_\,_0x%X)_008fcf0c","\"%s ( %s \, 0x%X)\n\"","17","string","true"
"","008fcf24","?? 3Ch    <","","\"<NULL>\"","7","string","false"
"","008fcf2b","ds \"unsigned int CPlatFileIO::OpenContentFolder(const File::CContentFolder &\, unsigned int\, unsigned int\, const SPlatCbInfo *)\"","s_unsigned_int_CPlatFileIO::OpenCo_008fcf2b","\"unsigned int CPlatFileIO::OpenContentFolder(const File::CContentFolder &\, unsigned int\, unsigned int\, const SPlatCbInfo *)\"","123","string","true"
"","008fcfa8","ds \"%s ( %s \, 0x%X\, %d)\n\"","s_%s_(_%s_\,_0x%X\,_%d)_008fcfa8","\"%s ( %s \, 0x%X\, %d)\n\"","21","string","true"
"","008fcfbd","ds \"unsigned int CPlatFileIO::CloseContentFolder(const File::CContentFolder &\, unsigned int\, const SPlatCbInfo *)\"","s_unsigned_int_CPlatFileIO::CloseC_008fcfbd","\"unsigned int CPlatFileIO::CloseContentFolder(const File::CContentFolder &\, unsigned int\, const SPlatCbInfo *)\"","110","string","true"
"","008fd02b","ds \"unsigned int CPlatFileIO::Cancel(CPlatFile *\, const SPlatCbInfo *)\"","","\"unsigned int CPlatFileIO::Cancel(CPlatFile *\, const SPlatCbInfo *)\"","67","string","true"
"","008fd06e","ds \"unsigned int CPlatFileIO::Delete(const char *\, const SPlatCbInfo *\, unsigned int\, unsigned int)\"","s_unsigned_int_CPlatFileIO::Delete_008fd06e","\"unsigned int CPlatFileIO::Delete(const char *\, const SPlatCbInfo *\, unsigned int\, unsigned int)\"","96","string","true"
"","008fd0d3","ds \"unsigned int CPlatFileIO::Read(CPlatFile *\, void *\, unsigned int\, const SPlatCbInfo *)\"","","\"unsigned int CPlatFileIO::Read(CPlatFile *\, void *\, unsigned int\, const SPlatCbInfo *)\"","87","string","true"
"","008fd12c","ds \"%s ( %s\, %p\, 0x%X )\n\"","","\"%s ( %s\, %p\, 0x%X )\n\"","21","string","true"
"","008fd141","ds \"unsigned int CPlatFileIO::Write(CPlatFile *\, const void *\, unsigned int\, const SPlatCbInfo *)\"","","\"unsigned int CPlatFileIO::Write(CPlatFile *\, const void *\, unsigned int\, const SPlatCbInfo *)\"","94","string","true"
"","008fd1a2","ds \"unsigned int CPlatFileIO::SetFilePos(CPlatFile *\, CPlatFileIO::eSEEK_ORIGIN\, int\, const SPlatCbInfo *)\"","","\"unsigned int CPlatFileIO::SetFilePos(CPlatFile *\, CPlatFileIO::eSEEK_ORIGIN\, int\, const SPlatCbInfo *)\"","103","string","true"
"","008fd209","ds \"unsigned int CPlatFileIO::SetEndOfFile(CPlatFile *\, const SPlatCbInfo *)\"","","\"unsigned int CPlatFileIO::SetEndOfFile(CPlatFile *\, const SPlatCbInfo *)\"","73","string","true"
"","008fd269","ds \"unsigned int CPlatFileIO::CreateDirectory(const char *\, const SPlatCbInfo *\, unsigned int\, unsigned int)\"","","\"unsigned int CPlatFileIO::CreateDirectory(const char *\, const SPlatCbInfo *\, unsigned int\, unsigned int)\"","105","string","true"
"","008fd2d2","ds \"unsigned int CPlatFileIO::DeleteDirectory(const char *\, const SPlatCbInfo *\, unsigned int\, unsigned int)\"","","\"unsigned int CPlatFileIO::DeleteDirectory(const char *\, const SPlatCbInfo *\, unsigned int\, unsigned int)\"","105","string","true"
"","008fd33b","ds \"void CPlatFileIO::InitCache(int\, unsigned int\, unsigned int\, int)\"","","\"void CPlatFileIO::InitCache(int\, unsigned int\, unsigned int\, int)\"","66","string","true"
"","008fd380","ds \"%s (%d %d %d %s)\n\"","","\"%s (%d %d %d %s)\n\"","18","string","true"
"","008fd398","ds \"Clear Cache\"","","\"Clear Cache\"","12","string","true"
"","008fd3a8","ds \"Persistant\"","","\"Persistant\"","11","string","true"
"","008fd3b8","ds \"InitCache: cellGameDataCheck failed\n\"","","\"InitCache: cellGameDataCheck failed\n\"","37","string","true"
"","008fd3e0","ds \"cellGameDataCheckCreate2 returned %d. Disabling HDD access.\n\"","","\"cellGameDataCheckCreate2 returned %d. Disabling HDD access.\n\"","61","string","true"
"","008fd428","ds \"  deleting Directory %s\n\"","","\"  deleting Directory %s\n\"","25","string","true"
"","008fd448","ds \"  deleting File %s\n\"","","\"  deleting File %s\n\"","20","string","true"
"","008fd464","ds \" %d items deleted.\n\"","","\" %d items deleted.\n\"","20","string","true"
"","008fd478","ds \"replace_content_path(%d\, %d\, %s)\n\"","s_replace_content_path(%d\,_%d\,_%s)_008fd478","\"replace_content_path(%d\, %d\, %s)\n\"","34","string","true"
"","008fd4a8","ds \"replace_content_path finished \n\tcp1:(%s) \n\tcp2: (%s)\n\tres: (%s)\n\"","s_replace_content_path_finished_cp_008fd4a8","\"replace_content_path finished \n\tcp1:(%s) \n\tcp2: (%s)\n\tres: (%s)\n\"","65","string","true"
"","008fd4ec","ds \"replace_content_path(%s\, %s)\n\"","","\"replace_content_path(%s\, %s)\n\"","30","string","true"
"","008fd510","ds \"CPlatSaveContentIter::StopFolder\n\"","s_CPlatSaveContentIter::StopFolder_008fd510","\"CPlatSaveContentIter::StopFolder\n\"","34","string","true"
"","008fd538","ds \"main thd changing state to exit.\n\"","s_main_thd_changing_state_to_exit._008fd538","\"main thd changing state to exit.\n\"","34","string","true"
"","008fd55c","ds \"CPlatSaveContentIter::StartFolder(%d\, 0x%X)\n\"","s_CPlatSaveContentIter::StartFolde_008fd55c","\"CPlatSaveContentIter::StartFolder(%d\, 0x%X)\n\"","45","string","true"
"","008fd58c","ds \"thr_SaveFolderEnum\"","s_thr_SaveFolderEnum_008fd58c","\"thr_SaveFolderEnum\"","19","string","true"
"","008fd5a4","ds \"sys_ppu_thread_create() failed. ret = %d \n\"","s_sys_ppu_thread_create()_failed._r_008fd5a4","\"sys_ppu_thread_create() failed. ret = %d \n\"","43","string","true"
"","008fd5d0","ds \"CPlatSaveContentIter::NextFolder %p\n\"","s_CPlatSaveContentIter::NextFolder_008fd5d0","\"CPlatSaveContentIter::NextFolder %p\n\"","37","string","true"
"","008fd5f8","ds \" folder cur: %d max: %d\n\"","s__folder_cur:_%d_max:_%d_008fd5f8","\" folder cur: %d max: %d\n\"","25","string","true"
"","008fd614","ds \"CPlatSaveContentIter::Start (%s\, %s\, %d)\n\"","","\"CPlatSaveContentIter::Start (%s\, %s\, %d)\n\"","42","string","true"
"","008fd644","ds \"main thd changing state to getfiles.\n\"","","\"main thd changing state to getfiles.\n\"","38","string","true"
"","008fd66c","ds \"CPlatSaveContentIter::Next %p\n\"","","\"CPlatSaveContentIter::Next %p\n\"","31","string","true"
"","008fd68c","ds \"...skipping system file 0x%X\n\"","","\"...skipping system file 0x%X\n\"","30","string","true"
"","008fd6ac","ds \"... file doesn't match %s\n\"","","\"... file doesn't match %s\n\"","27","string","true"
"","008fd6c8","ds \"CPlatSaveContentIter::Stop\n\"","","\"CPlatSaveContentIter::Stop\n\"","28","string","true"
"","008fd6e4","ds \"worker thd changing state to get folder.\n\"","","\"worker thd changing state to get folder.\n\"","42","string","true"
"","008fd714","ds \"thr_SaveFolderEnum() start %s\n\"","","\"thr_SaveFolderEnum() start %s\n\"","31","string","true"
"","008fd734","ds \"thr_SaveFolderEnum: ENUM_FLDST_EXIT\n\"","","\"thr_SaveFolderEnum: ENUM_FLDST_EXIT\n\"","37","string","true"
"","008fd75c","ds \"thr_SaveFolderEnum: ENUM_FLDST_ERROR\n\"","","\"thr_SaveFolderEnum: ENUM_FLDST_ERROR\n\"","38","string","true"
"","008fd784","ds \"thr_SaveFolderEnum: ENUM_FLDST_GETFOLD\n\"","","\"thr_SaveFolderEnum: ENUM_FLDST_GETFOLD\n\"","40","string","true"
"","008fd7ac","ds \"GETFOLDERS: ERR! cellSaveDataListAutoLoad : 0x%x (%s)\n\"","","\"GETFOLDERS: ERR! cellSaveDataListAutoLoad : 0x%x (%s)\n\"","55","string","true"
"","008fd7e4","ds \"GETFOLDERS: cellSaveDataListAutoLoad : 0x%x (%s)\n\"","","\"GETFOLDERS: cellSaveDataListAutoLoad : 0x%x (%s)\n\"","50","string","true"
"","008fd81c","ds \"worker thd changing state to idle.\n\"","","\"worker thd changing state to idle.\n\"","36","string","true"
"","008fd844","ds \"thr_SaveFolderEnum: ENUM_FLDST_GETFILES\n\"","","\"thr_SaveFolderEnum: ENUM_FLDST_GETFILES\n\"","41","string","true"
"","008fd874","ds \"GETFILES: cellSaveDataAutoLoad2 : 0x%x (%s)\n\"","","\"GETFILES: cellSaveDataAutoLoad2 : 0x%x (%s)\n\"","45","string","true"
"","008fd8ac","ds \"thr_SaveFolderEnum() end\n\"","","\"thr_SaveFolderEnum() end\n\"","26","string","true"
"","008fd8c8","ds \"CPlatSaveContentIter::cb1_dirList enter\n\"","","\"CPlatSaveContentIter::cb1_dirList enter\n\"","41","string","true"
"","008fd8f8","ds \"CPlatSaveContentIter::cb1_dirList Specified folder %s not found in enum list.\n\"","","\"CPlatSaveContentIter::cb1_dirList Specified folder %s not found in enum list.\n\"","79","string","true"
"","008fd948","ds \"CPlatSaveContentIter::cb2_data_list\n\"","","\"CPlatSaveContentIter::cb2_data_list\n\"","37","string","true"
"","008fd970","ds \"CPlatSaveContentIter::cb3_file_dummy\n\"","","\"CPlatSaveContentIter::cb3_file_dummy\n\"","38","string","true"
"","008fd9a0","ds \"CPlatDwnContentIter::StartFolder dev: %d (%s)\n\"","s_CPlatDwnContentIter::StartFolder_008fd9a0","\"CPlatDwnContentIter::StartFolder dev: %d (%s)\n\"","47","string","true"
"","008fd9d0","ds \"CPlatDwnContentIter::NextTitleIdFolder\n\"","s_CPlatDwnContentIter::NextTitleId_008fd9d0","\"CPlatDwnContentIter::NextTitleIdFolder\n\"","40","string","true"
"","008fd9f8","ds \"Found Folder: %s\n\"","s_Found_Folder:_%s_008fd9f8","\"Found Folder: %s\n\"","18","string","true"
"","008fda18","ds \"Data folder is an auto-cache folder\, skipping.\n\"","s_Data_folder_is_an_auto-cache_fol_008fda18","\"Data folder is an auto-cache folder\, skipping.\n\"","48","string","true"
"","008fda48","ds \"sceAdCache\"","s_sceAdCache_008fda48","\"sceAdCache\"","11","string","true"
"","008fda58","ds \"Radial Ads folder found\, skipping.\n\"","s_Radial_Ads_folder_found\,_skippin_008fda58","\"Radial Ads folder found\, skipping.\n\"","36","string","true"
"","008fda7c","ds \"CPlatDwnContentIter::StartIdFolder(%d\, 0x%X)\n\"","s_CPlatDwnContentIter::StartIdFold_008fda7c","\"CPlatDwnContentIter::StartIdFolder(%d\, 0x%X)\n\"","46","string","true"
"","008fdaac","ds \"CPlatDwnContentIter::StartIdFolder failed 0x%X using (%s) from (%s)\n\"","s_CPlatDwnContentIter::StartIdFold_008fdaac","\"CPlatDwnContentIter::StartIdFolder failed 0x%X using (%s) from (%s)\n\"","69","string","true"
"","008fdaf4","?? 2Eh    .","","\".EDAT\"","6","string","false"
"","008fdafc","ds \"CPlatDwnContentIter::Start Found %s\n\"","","\"CPlatDwnContentIter::Start Found %s\n\"","37","string","true"
"","008fdb24","ds \"CPlatDwnContentIter::Next Found %s\n\"","","\"CPlatDwnContentIter::Next Found %s\n\"","36","string","true"
"","008fdb54","?? 4Eh    N","","\"NotCD\"","6","string","false"
"","008fdb6c","ds \"FrameRate\"","","\"FrameRate\"","10","string","true"
"","008fdbbc","ds \"French\"","","\"French\"","7","string","true"
"","008fdbc4","ds \"Japanese\"","","\"Japanese\"","9","string","true"
"","008fdbd4","ds \"Spanish\"","","\"Spanish\"","8","string","true"
"","008fdbdc","ds \"Italian\"","","\"Italian\"","8","string","true"
"","008fdbe4","ds \"Dutch\"","","\"Dutch\"","6","string","true"
"","008fdbec","ds \"Portuguese\"","","\"Portuguese\"","11","string","true"
"","008fdbfc","ds \"English\"","","\"English\"","8","string","true"
"","008fdc04","ds \"German\"","","\"German\"","7","string","true"
"","008fdc0c","ds \"Unknown language\"","","\"Unknown language\"","17","string","true"
"","008fdc20","ds \"Europe\"","","\"Europe\"","7","string","true"
"","008fdc38","ds \"Unknown territory\"","","\"Unknown territory\"","18","string","true"
"","008fdc5c","ds \"_asia\"","","\"_asia\"","6","string","true"
"","008fdc6c","ds \"PS2 ProView\"","","\"PS2 ProView\"","12","string","true"
"","008fdc7c","ds \"PS2 Dev System\"","","\"PS2 Dev System\"","15","string","true"
"","008fdc94","ds \"GameCube\"","","\"GameCube\"","9","string","true"
"","008fdca4","ds \"Xenon\"","","\"Xenon\"","6","string","true"
"","008fdcb4","ds \"PS3 Test Kit\"","","\"PS3 Test Kit\"","13","string","true"
"","008fdcc4","?? 57h    W","","\"Win32\"","6","string","false"
"","008fdccc","?? 57h    W","","\"WinDX\"","6","string","false"
"","008fdcd4","ds \"Unknown platform\"","","\"Unknown platform\"","17","string","true"
"","008fdee0","ds \"Using Territory %d\n\"","","\"Using Territory %d\n\"","20","string","true"
"","008fdef4","ds \"AutoRead titleid & parental level from param file\n\"","","\"AutoRead titleid & parental level from param file\n\"","51","string","true"
"","008fdf2c","ds \"Boot type isn't disc!\n\"","","\"Boot type isn't disc!\n\"","23","string","true"
"","008fdf44","ds \"Could not read title ID\n\"","","\"Could not read title ID\n\"","25","string","true"
"","008fdf64","ds \"Could not read parental level\n\"","","\"Could not read parental level\n\"","31","string","true"
"","008fdf84","ds \"Not a CD build but Param was read okay?!\n\"","","\"Not a CD build but Param was read okay?!\n\"","42","string","true"
"","008fdfb4","ds \"Not a CD build param file not autoread\n\"","","\"Not a CD build param file not autoread\n\"","40","string","true"
"","008fdfdc","ds \"AutoRead of param file failed\n\"","","\"AutoRead of param file failed\n\"","31","string","true"
"","008fdffc","ds \"Could not boot disc root directories\n\"","","\"Could not boot disc root directories\n\"","38","string","true"
"","008fe024","ds \"Received invite\, need to inform the game\n\"","","\"Received invite\, need to inform the game\n\"","42","string","true"
"","008fe054","ds \"Title ID currently: %s\n\"","","\"Title ID currently: %s\n\"","24","string","true"
"","008fe06c","ds \"Parental Level currently: %d\n\"","","\"Parental Level currently: %d\n\"","30","string","true"
"","008fe08c","ds \"/app_home/DATA/PS3MODULES/PARAM.SFO\"","","\"/app_home/DATA/PS3MODULES/PARAM.SFO\"","36","string","true"
"","008fe0b4","ds \"Failed to get file stat for param file. 0x%X\n\"","","\"Failed to get file stat for param file. 0x%X\n\"","46","string","true"
"","008fe0e4","ds \"Failed to open param file. 0x%X\n\"","","\"Failed to open param file. 0x%X\n\"","33","string","true"
"","008fe10c","ds \"Param data already processed skipping read-in\"","","\"Param data already processed skipping read-in\"","46","string","true"
"","008fe13c","ds \"Overriding titleID from %s to %s\n\"","","\"Overriding titleID from %s to %s\n\"","34","string","true"
"","008fe168","?? 2Eh    .","","\".self\"","6","string","false"
"","008fe170","ds \"eboot.bin\"","","\"eboot.bin\"","10","string","true"
"","008fe180","?? 64h    d","","\"dev_hdd0\"","9","string","false"
"","008fe190","ds \"TitleID\"","","\"TitleID\"","8","string","true"
"","008fe198","ds \"Unsupported language: %d\n\"","","\"Unsupported language: %d\n\"","26","string","true"
"","008fe1b8","ds \"Using Language %x\n\"","","\"Using Language %x\n\"","19","string","true"
"","008fe1cb","ds \"void Config::Plat_DialogBoxResult_Response(int\, void *)\"","","\"void Config::Plat_DialogBoxResult_Response(int\, void *)\"","56","string","true"
"","008fe204","ds \"! %s: %d\n\"","","\"! %s: %d\n\"","10","string","true"
"","008fe214","?? 2Dh    -","","\"-> YES\n\"","8","string","false"
"","008fe21c","?? 2Dh    -","","\"-> NO\n\"","7","string","false"
"","008fe224","ds \"-> INVALID\n\"","","\"-> INVALID\n\"","12","string","true"
"","008fe234","ds \"-> ESCAPE\n\"","","\"-> ESCAPE\n\"","11","string","true"
"","008fe2cc","ds \"CPlatSaveGameDevice::init_free_size\n\"","","\"CPlatSaveGameDevice::init_free_size\n\"","37","string","true"
"","008fe2fc","ds \"cellSaveDataAutoLoad() : 0x%x (%s)\n\"","","\"cellSaveDataAutoLoad() : 0x%x (%s)\n\"","36","string","true"
"","008fe320","ds \"int Mc::CPlatSaveGameDevice::GetStatus(unsigned int *\, int\, unsigned int)\"","s_int_Mc::CPlatSaveGameDevice::Get_008fe320","\"int Mc::CPlatSaveGameDevice::GetStatus(unsigned int *\, int\, unsigned int)\"","74","string","true"
"","008fe36c","ds \"%s ERROR cellSysutilCheckCallback() = 0x%x\n\"","s_%s_ERROR_cellSysutilCheckCallbac_008fe36c","\"%s ERROR cellSysutilCheckCallback() = 0x%x\n\"","44","string","true"
"","008fe398","ds \"CPlatSaveGameDevice::OpenFolder(%s\, %d\, %d\, 0x%X)\n\"","s_CPlatSaveGameDevice::OpenFolder(_008fe398","\"CPlatSaveGameDevice::OpenFolder(%s\, %d\, %d\, 0x%X)\n\"","51","string","true"
"","008fe3d0","ds \"thr_AutoSave\"","s_thr_AutoSave_008fe3d0","\"thr_AutoSave\"","13","string","true"
"","008fe3e0","ds \"thr_AutoLoad\"","s_thr_AutoLoad_008fe3e0","\"thr_AutoLoad\"","13","string","true"
"","008fe3f0","ds \"sys_ppu_thread_create() failed. ret = %d \n\"","s_sys_ppu_thread_create()_failed._r_008fe3f0","\"sys_ppu_thread_create() failed. ret = %d \n\"","43","string","true"
"","008fe41c","ds \"CPlatSaveGameDevice::DeleteFolder(%s\, 0x%X)\n\"","s_CPlatSaveGameDevice::DeleteFolde_008fe41c","\"CPlatSaveGameDevice::DeleteFolder(%s\, 0x%X)\n\"","45","string","true"
"","008fe44c","ds \"thr_AutoDelete\"","s_thr_AutoDelete_008fe44c","\"thr_AutoDelete\"","15","string","true"
"","008fe45c","ds \"thr_AutoSave enter\n\"","","\"thr_AutoSave enter\n\"","20","string","true"
"","008fe474","ds \"cellSaveDataAutoSave2( %s )\n\"","","\"cellSaveDataAutoSave2( %s )\n\"","29","string","true"
"","008fe494","ds \"cellSaveDataAutoSave2() : 0x%x (%s)\n\"","","\"cellSaveDataAutoSave2() : 0x%x (%s)\n\"","37","string","true"
"","008fe4bc","ds \"thr_AutoSave - exiting\n\"","","\"thr_AutoSave - exiting\n\"","24","string","true"
"","008fe4d4","ds \"cellSaveDataAutoLoad2( %s )\n\"","","\"cellSaveDataAutoLoad2( %s )\n\"","29","string","true"
"","008fe4f4","ds \"cellSaveDataAutoLoad2() : 0x%x (%s)\n\"","","\"cellSaveDataAutoLoad2() : 0x%x (%s)\n\"","37","string","true"
"","008fe51c","ds \"thr_AutoLoad - exiting\n\"","","\"thr_AutoLoad - exiting\n\"","24","string","true"
"","008fe534","ds \"thr_AutoDelete enter\n\"","","\"thr_AutoDelete enter\n\"","22","string","true"
"","008fe554","ds \"cellSaveDataDelete2() : 0x%x (%s)\n\"","","\"cellSaveDataDelete2() : 0x%x (%s)\n\"","35","string","true"
"","008fe57c","ds \"thr_AutoDelete - exiting\n\"","","\"thr_AutoDelete - exiting\n\"","26","string","true"
"","008fe598","ds \"CPlatSaveGameDevice::cb1_SaveGameTask\n\"","","\"CPlatSaveGameDevice::cb1_SaveGameTask\n\"","39","string","true"
"","008fe5c0","ds \"%s Save Data:\n    '%s'\n    '%s'\n\"","","\"%s Save Data:\n    '%s'\n    '%s'\n\"","33","string","true"
"","008fe5f0","?? 4Fh    O","","\"OVRWRT\"","7","string","false"
